TwitterID	Tweet	Retweets	Replies	Likes	Quotes	Identifier
SenBrianSchatz	Proud to have worked with @SenWhitehouse, @MartinHeinrich, and many others to get this done.	14	10	27	0	6433
SenBrianSchatz	The Inflation Reduction Act is the largest climate action in United States history, a historic victory for our country and the planet. It represents hope that our government can address the biggest single challenge of this political generation.	28	19	63	2	1032
SenBrianSchatz	Hawai‘i is getting more than $55 million in federal funding for new electric public transit buses. This money will help people get around while making our roads cleaner and quieter and reducing our carbon footprint.	13	2	56	1	1033
SenBrianSchatz	Internships are a great way to get started in public service &amp; be part of a team that is working for Hawai‘i. Our summer interns helped out on everything from climate policy to gun safety to health care, &amp; it was great to chat about their experiences &amp; thank them for their work.	8	5	43	3	1034
SenBrianSchatz	In our most successful year for big dollar, competitive infrastructure grants, we just secured $50 million for infrastructure, road, and sidewalk improvements on Kaua‘i and Maui.	8	4	41	1	1035
SenBrianSchatz	We just passed the largest climate action ever taken by the United States. It’s legislation that meets the moment and invests in saving our planet.	6	7	29	2	1036
SenBrianSchatz	BIG NEWS: We just passed the Inflation Reduction Act. This is a historic victory for the United States and the planet. We have met the ambition this crisis requires, and passed the biggest climate action in American history.	104	147	618	22	1037
SenBrianSchatz	RT @SenateDems: The Inflation Reduction Act will lower costs and be the largest package to fight the climate crisis ever passed by Congress…	99	0	0	0	3498
SenBrianSchatz	We just launched a new interactive map that highlights federal funding we’ve secured for Hawai‘i this year. Check out how these investments in health care, housing, education, and more are helping communities across our state:	10	1	29	2	1038
SenBrianSchatz	If we succeed in passing the Inflation Reduction Act, it will be because there is a young generation who demanded action. They deserve a ton of credit. Let’s #GetClimateDone.	17	6	49	1	3499
SenBrianSchatz	RT @LCVoters: 🚨 The Inflation Reduction Act is the single-largest investment in climate action in U.S. history. It's essential we pass it.…	18	0	0	0	1039
SenBrianSchatz	Congratulations to Hawai‘i students Kaelah, Joey, &amp; Katie on winning the President’s Environmental Youth Award! Their work is helping other kids across our state learn about environmental issues, and I can’t wait to see the amazing things they do next.	6	0	19	0	1040
SenBrianSchatz	Because Democrats are taking action to lower drug costs and help save the planet, Republicans are trying to kill bills to boost American manufacturing, take care of veterans, and protect marriage equality. We won’t be deterred from passing our bold, popular agenda.	305	55	927	5	4138
SenBrianSchatz	"RT @allinwithchris: “I came out of an Indian Affairs hearing—I had turned off my phone—and I went, “Is this real?” says @brianschatz. ""They…"	75	0	0	0	6434
SenBrianSchatz	This $370 billion investment will be the biggest climate action in American history. Let’s get it done.	38	22	146	2	4139
SenBrianSchatz	ICYMI: We announced $1.3 million from FEMA last week to repair Awalau Road from damage it suffered in last year’s mudslides. This funding will make the road more resilient to flooding and help families on Maui to safely and easily get around.	5	4	20	0	5503
SenBrianSchatz	Extreme weather events are becoming more severe and more frequent. The time for planning is over; we need to take action now. While we sort out what can get through Congress, it’s time to use the full force of the executive branch to combat this crisis.	10	3	40	0	5504
SenBrianSchatz	That’s why we secured a $23 million earmark that will go toward realigning 4.5 miles of Honoapi‘ilani Highway on Maui from Ukumehame to Launiupoko, making it safer and more resilient. This funding follows a $22 million federal grant that we supported last year for the project.	5	4	17	2	1041
SenBrianSchatz	This year, we secured a $388,000 earmark for the J. Walter Cameron Center in Wailuku, funding that will help them continue to provide Maui families with health care, wellness, and social services.	4	6	21	1	1042
SenBrianSchatz	The federal child nutrition programs provide kids across Hawai‘i with healthy meals every day. When school’s out, the Summer Food Service Program fills in the gap, and the Kalihi YMCA serves meals and snacks through that program. It’s just one of the many services the Y provides.	9	5	47	1	1043
SenBrianSchatz	Since 1889, the @bishopmuseum has helped preserve &amp; showcase Hawai‘i’s unique history &amp; culture. It’s home to the world’s largest collection of natural, historical, and cultural artifacts that help tell the story of Hawai‘i and the Pacific.	5	4	22	0	1044
SenBrianSchatz	Today, we join the president in honoring two soldiers from Hawai‘i for their courageous service during the Vietnam War. Staff Sergeant Edward Kaneshiro, posthumously, and Specialist Five Dennis Fujii, were awarded with the Medal of Honor, our nation’s highest military decoration.	6	2	35	0	41
SenBrianSchatz	Happy Fourth of July! Today is about celebrating our nation’s independence and the progress we’ve made, while recognizing that the fight for freedom and equality for all Americans must continue. I hope everyone has a fun, safe Fourth of July with friends, family, and loved ones.	3	3	19	1	4140
SenBrianSchatz	The Daniel K. Inouye U.S. Pacific Basin Agricultural Research Center does important work protecting Hawai‘i &amp; U.S. agriculture by studying insects and diseases that threaten crops like coffee &amp; citrus, protecting pasture lands, &amp; developing improved varieties of tropical fruits.	7	2	16	0	1045
SenBrianSchatz	This project and others like it will make infrastructure safer and more resilient for families across Hawai‘i.	2	0	18	0	1046
SenBrianSchatz	Emergency repairs are currently wrapping up on the Kolekole bridge, and a large amount of federal funding from the Infrastructure Investment and Jobs Act can support improvements on the bridge as needed going forward.	1	2	22	1	3500
MikeCrapo	I am praying for the victims of the tragic event involving University of Idaho students, as well as their families and the surrounding Moscow community.	7	39	44	1	1047
MikeCrapo	This #MilitaryMonday, I honor Army Veteran Eric Bolich.  Bolich served in the @USArmy for 20 years. Thank you for your service! Read more on my website here:	2	41	6	1	5505
MikeCrapo	Our right as Americans to self-governance, carried out through voting, has been secured by the bravery, sacrifice and strength of the extraordinary Americans we honor on Veterans Day. Read more ⬇️	4	59	5	1	4141
MikeCrapo	In honor of the 116,000 veterans who call Idaho home, join me in thanking the brave men and women who have served this country. America’s veterans have put their lives on the line to defend our freedom and liberty, and for that we owe them a debt that can never be repaid.	5	58	33	5	1048
MikeCrapo	This Administration’s reckless spending has caused eleven consecutive months of inflation above 7%. Taxpayers are getting throttled by high grocery prices, high energy prices, and now high interest rates that will make it even more difficult for Americans to obtain credit.	40	123	118	7	4142
MikeCrapo	Today is #ElectionDay. Find your voting location here:	3	43	9	2	42
MikeCrapo	Earlier this year, Hayley Slaughter donated her kidney to Candice Martin, an active member of the U.S. Army. It is an honor to present Hayley with the Spirit of Freedom Award to recognize her outstanding example of selflessness and empathy.	2	41	24	1	5506
MikeCrapo	RT @SenateForeign: .@USTreasury's decision to withdraw from the longstanding U.S./#Hungary tax treaty without consulting Congress is alarmi…	4	0	0	0	5507
MikeCrapo	The students and faculty with the Seed Potato Germplasm Program at @uidaho are doing great work to help Idaho potato growers combat the onset and spread of disease among their crops. I was grateful for the opportunity to see their lab during my campus visit.	3	166	17	2	1049
MikeCrapo	This week, I visited @uidaho’s ICCU Arena. This facility is an excellent example of public-private partnership at work and does an incredible job highlighting Idaho’s forests and timber products.	4	132	26	2	1050
MikeCrapo	Thanks to the efforts of the Idaho Animal Rescue Network, hundreds of animals each year are given a new lease on life. I am proud to present them the Spirit of Idaho Award for their continued efforts to provide safe and happy homes for Idaho pets.	2	66	15	1	1051
MikeCrapo	Tomorrow, October 29, is @DEAHQ’s #TakeBackDay. From 10AM - 2PM you can visit a collection site and discard unused and expired medications from your home. This can help prevent misuse and addiction from ever starting. Find a location near you:	1	111	4	1	43
MikeCrapo	Americans and Canadians alike cross the border each day for commerce and employment. Keeping in place highly-restrictive hours at the Porthill Port of Entry is devastating to Idaho communities along the border.	2	41	5	1	1052
MikeCrapo	The EMS personnel who serve Idaho communities do so with steadfast dedication. These men and women work each day to provide critical care when needed most.	2	36	5	1	1053
MikeCrapo	I had the distinct pleasure to participate in the beam signing ceremony commemorating the new @IdaHumanRights education center. The center will be named in honor of Gov. Phil Batt, a friend &amp; mentor of mine who has built an incredible legacy promoting human rights in Idaho.	2	161	17	2	1054
MikeCrapo	It was an honor to receive the Friend of Agriculture Award yesterday from the @IDFarmBureau. I am proud to support policies that protect Idaho’s farmers and ranchers, and I will continue to advocate for measures that grow this crucial industry.	2	152	11	1	1055
MikeCrapo	RT @SenateGOP: Joe Biden and Senate Democrats have no plan to tackle the high costs affecting American families.They’re just watching Ame…	103	0	0	0	4143
MikeCrapo	The IRS’s massive, roughly $80 billion budget boost merits increased oversight. There's no excuse for not addressing existing deficiencies, and we’re asking the GAO for an update on previously-identified problems and recommendations it made to the agency.	3	54	11	1	5508
MikeCrapo	Americans continue to feel the pain of inflation in many aspects of their daily lives, and these adjustments for next year are cold comfort for those who suffer now.”	2	25	4	1	4144
MikeCrapo	These larger-than-expected, statutorily mandated adjustments-put in place for individual taxpayers as part of the 1981 Reagan tax reform-are yet another troubling sign of the magnitude of the inflation stoked by the Administration through its partisan economic &amp; spending designs.	3	39	13	3	5509
MikeCrapo	The dedication &amp; hard work of the exceptional Idahoans involved in Idaho’s EMS are invaluable. EMS personnel fill multiple roles and work long hours to provide needed help when emergencies happen at any hour of the day or night. Read more⬇️	3	26	8	1	1056
MikeCrapo	We are also grateful to the hard-working Idahoans in law enforcement who put their lives on the line to keep our communities safe. And, our thoughts are with those who have lost a family member or loved one to a drug overdose.	2	61	5	1	4145
MikeCrapo	The Biden Administration’s lenient border policies have clearly sent a dangerous message. @SenatorRisch and I will continue to push the Biden Administration to secure our borders and back Idaho law enforcement. Read More ⬇️	2	154	9	1	1057
MikeCrapo	Dane Partridge, a U.S. veteran and Idahoan, died while fighting to defend Ukraine’s independence from Russian control. I offer sincere condolences to his family, friends and loved ones during this undoubtedly difficult time.	2	61	12	1	1058
MikeCrapo	Before the pandemic, Republican policies led to low inflation, low unemployment and robust growth. Now, the economic mismanagement by this administration has led to seven consecutive months of inflation above 8% and families dipping into savings just to afford basic necessities.	12	80	35	7	4146
MikeCrapo	The food at home index is up 13% from last year, with the inflation cost of groceries near the highest levels in FOUR decades. The Biden Administration’s reckless spending policies have Idahoans and all Americans dipping into savings just to afford their everyday meals.	11	62	26	4	4147
MikeCrapo	The IRS was given a nearly $80 billion funding boost devoted disproportionately to enforcement. With so few resources dedicated to oversight, we're asking how American taxpayers will have needed visibility into how this massive funding boost will be used.	1	61	6	2	4148
MikeCrapo	Today’s inflation data signals more inflationary pressures are in the pipeline for Americans. The Administration took an economy rebounding from the pandemic, injected trillions of dollars in reckless spending and now American families are paying the price.	4	55	16	2	4149
MikeCrapo	This #MilitaryMonday, I honor U.S. Marine Corps Veteran Mark Knapp.  Knapp served in our nation’s military for four years in the @USMC on active duty and in the Reserve. Thank you for your service! Read more on my website here:	5	175	15	2	1059
MikeCrapo	RT @GrassleyPress: In 2021, fentanyl killed more Americans between the ages of 18 and 45 than any other cause — more than COVID-19, cancer…	6	0	0	0	4150
MikeCrapo	The Biden Administration must secure our border immediately.	19	88	83	3	5510
MikeCrapo	Fentanyl seizures at our southern border increased 203% in July, &amp; the drug has been a primary driver in the rise in drug crimes in Idaho. Porous border policies have given drug cartels easy access to unsuspecting victims, leaving a wake of death &amp; violence in our communities.	17	86	29	4	1060
MikeCrapo	The U.S. has reached record-breaking illegal border crossings, leading to a lethal influx of fentanyl and drug trafficking hitting communities across Idaho and our country.	2	59	11	2	1061
MikeCrapo	Further spending will only worsen and prolong inflationary pressures on the American people.	4	55	12	1	4151
MikeCrapo	Widespread inflation is not under control, and Americans are struggling to make ends meet as everyday essentials are becoming less affordable.  This Continuing Resolution does not extend into the next Congress, and creates a pathway for lame-duck, progressive wish-list spending.	3	123	24	1	4152
MikeCrapo	I lead Republican colleagues from Congress’s tax panels in calling on the IRS to extend the COVID-19 related penalty deadline, as taxpayers continue to face frustrating IRS customer service challenges. Read more:	3	74	10	3	4153
MikeCrapo	Happy National Hunting &amp; Fishing Day! Hunting and fishing are integral to the conservation and management of wildlife and part of the cultural fabric that binds Idahoans to the land and environment we love.	4	74	24	2	4154
MikeCrapo	Idaho is one of the 21 states where agents have seized “rainbow fentanyl”. Just one brightly-colored, candy-like pill can be deadly. Be vigilant in looking out for your children and neighbors, and call 911 if you find a colored pill or powdered substance.	4	88	9	2	1062
MikeCrapo	The U.S. Constitution promises Americans basic principles of individual rights and freedoms, limited government and a representative government. No matter our country’s current challenges, I remain deeply proud to be part of a nation that prioritizes life, liberty and freedom.	6	111	25	7	4155
MikeCrapo	In honor of National POW/MIA Recognition Day, I join in raising awareness about the more than 81,500 American servicemembers--including 360 Idahoans--who remain missing from past conflicts. My prayers are with their families as the challenging work continues to bring them home.	6	56	9	1	4156
MikeCrapo	RT @SenatorRisch: The administration can claim what it wants, but the border is unequivocally not closed. I know it, you know it, and peo…	55	0	0	0	6435
MikeCrapo	Homes are more than just physical structures. It is critical that we make the American dream of homeownership as attainable for as many Idahoans as possible, which will continue to foster the economic success of the nation. Read more⬇️	2	30	4	2	4157
MikeCrapo	We should be getting inflation under control by unleashing American energy, cutting the red tape of burdensome regulations and stopping unrestrained government spending.	2	38	12	3	4158
MikeCrapo	Mortgage rates have more than doubled from last year and are at the highest point since the 2008 financial crisis. As the Fed continues to consider higher interest rates to tamp down inflationary pressures, mortgage rates are poised to go even higher.	3	47	10	2	5511
MikeCrapo	RT @SenatorRisch: The Idaho delegation had the chance to host @GovernorLittle in Washington, D.C. this week. It’s not often you find a Cong…	9	0	0	0	1063
MikeCrapo	Two years ago, the Abraham Accords Peace Agreement took a significant step in bringing our world closer together. The U.S. must continue to be a conduit for additional countries normalizing relationships with Israel as we broaden further opportunities for peace in the Middle East	7	34	11	1	1064
MikeCrapo	RT @SenatorTimScott: I joined @MikeCrapo’s efforts to protect Americans making less than $400k against paying for increased audits from the…	27	0	0	0	4159
MikeCrapo	The Administration’s drug price-setting program poses serious risks for patients, frontline health care providers, small businesses, and American pharmaceutical innovation. I raised these important concerns and questions for federal health agencies:	3	47	2	1	4160
MikeCrapo	Senate Republicans look to protect Americans earning less than $400k from IRS audits	2	85	19	3	4161
MikeCrapo	While the White House celebrates the mislabeled ‘Inflation Reduction Act,' economic data show that food costs rose 11.4% over the past year, the largest 12-month increase since May 1979. Inflation is not under control and Americans are paying far too much for goods and services.	8	80	20	3	3501
MikeCrapo	Democrats recently gave $80 billion to the IRS for increased enforcement. I’ve introduced legislation to protect small businesses and Americans earning less than $400,000 from being targeted by increased audits. Read more:	7	58	21	2	4162
MikeCrapo	This #MilitaryMonday, I honor Army Veteran Jesse Coyne.  Coyne served in our nation’s military in the @USArmyReserve and @USArmy, and achieved the rank of Second Lieutenant. Thank you for your service, 2LT Coyne! Read more on my website here:	2	126	8	1	5512
MikeCrapo	This raises serious privacy concerns and the payment processing networks should not play an end-run game around Congress to police and target lawful businesses.	5	50	19	5	5513
MikeCrapo	Nonpartisan experts have confirmed that at least tens of billions of dollars in projected revenue from increased IRS enforcement will come from those making less than $400,000 per year. Small businesses should be very concerned with a supersized IRS.	5	79	14	4	5514
MikeCrapo	In the international arena, Her Majesty Queen Elizabeth II represented the United Kingdom with honor and distinction—her leadership spanning many years and generations of world events. I offer my sincerest condolences to the members of the Royal Family and the people of the UK.	8	33	23	3	1065
MikeCrapo	RT @SenatorRisch: As #California tries to push its radical energy policies beyond its borders, the Pacific Northwest is exporting electrici…	7	0	0	0	1066
MikeCrapo	"Given Americans have long dealt with abysmal IRS service, the ""pauper’s sum"" for fixing IRS’s customer service is indefensible."	8	66	23	1	4163
MikeCrapo	It also pays tribute to the extraordinary services of Japanese Americans. I am grateful for Karen’s strength and patriotism, and her kindness in telling me the stories of her family. Painful stories of the past like hers help inspire a better future.	1	23	8	1	6436
MikeCrapo	The Minidoka National Historic Site is a reminder of injustices that can never be repeated, and tells the painful yet resilient story of our nation’s Japanese American community during World War II.	1	23	11	1	44
MikeCrapo	This year marks the 80th anniversary of the opening of the historic Minidoka War Relocation Center in Jerome County. Karen is a survivor of the camp and recently showed me the barracks where she lived with her family for a period of time.	3	32	14	1	6437
MikeCrapo	I’m contacting the USPS to demand a detailed plan for completing construction and opening a new post office facility immediately.	3	41	8	2	5515
MikeCrapo	Residents of Deary have to travel 12 miles just to get their daily mail while they wait on unnecessary construction delays of a new post office. I met with Mayor Johnson to discuss residents’ and the city’s frustrations at the currently-halted construction of the new building.	1	63	15	3	6438
MikeCrapo	Inflation in farm country translates into higher food costs for consumers at the retail level. All Idahoans are feeling the pinch of record high inflation and rapid price increases.	4	55	10	1	4164
MikeCrapo	I was given this plaque with a special message to share from Jerome Veteran Neal Biggs. Let us take these words to heart as we honor the sacrifices of all our servicemembers and their dedication to the people and ideals of the United States of America.	2	58	15	4	1067
MikeCrapo	Make no mistake: American taxpayers of all income levels should brace for more audits, investigations and tax enforcement under the massive new IRS funding increase. Taxpayers deserve better services, not broken promises.	37	301	124	15	4165
MikeCrapo	RT @IDKilm: It was good seeing @MikeCrapo in Sandpoint today talking transportation &amp; veterans’ issues.	3	0	0	0	6439
MikeCrapo	I applaud Forrest for seeing a need in his community and taking the initiative to fill that need. He embodies the Spirit of Idaho with his selfless and enterprising example.	1	21	4	1	1068
MikeCrapo	RT @CynthiaMLummis: The NYTimes is carrying the IRS’s 💰bags this AM. The #1 problem with their spin? Democrats killed an amendment brought…	9	0	0	0	4166
MikeCrapo	RT @ChuckGrassley: Independent economists say Biden plan 2 transfer student debt 2taxpayers mostly benefits top 60% of earnersClinton/Oba…	191	0	0	0	6440
MikeCrapo	Had a great visit today with members of the Bonneville County Sheriff’s Department. An uptick in drug trafficking from the southern border continues to pose a threat to Idahoans, and I support these officers in their hard work &amp; dedication to removing these drugs from our streets	2	26	10	1	4167
SenatorRisch	Idaho’s 2022 Angel in Adoption is Kate Wilson, a single mom who fostered &amp; adopted five siblings while also starting a nonprofit to provide kids with a space to wait for foster placement. On National Adoption Day, I commend Kate &amp; all adoptive parents for doing Heaven’s work!	4	5	20	1	1069
SenatorRisch	My thoughts are with the CBP officers injured today off the coast of Puerto Rico. This incident is an important reminder that CBP put their lives at risk each day to keep illegal drugs and criminals out of the U.S. Thank you for your brave sacrifice.	1	45	5	1	1070
SenatorRisch	U.S. agencies should be doing everything they can to take advantage of the critical minerals we have here at home. Glad to send this letter with @lisamurkowski on these overdue permitting improvements.	2	42	8	1	1071
SenatorRisch	Inflation is set to be the main course at this year’s Thanksgiving.Idahoans can expect to pay approximately 20% more at the grocery store for their classic Thanksgiving dinner.	3	64	5	2	4168
SenatorRisch	RT @SenatorLankford: There's no better way to get into the holiday spirit than giving back. While it's easy to dwell on what divides us, he…	5	0	0	0	6441
SenatorRisch	Since Biden took office, Idaho households are spending an average of $10,068 more per year to keep up with inflation. Inflation is out of control and Idahoans are paying the price.	5	54	17	3	1072
SenatorRisch	The Biden administration continues to set the wrong kind of records.	6	52	16	2	6442
SenatorRisch	Soaring energy prices➡️soaring supply chain costs➡️soaring grocery bills.The solution? Unleash American energy now.	31	125	146	5	4169
SenatorRisch	RT @KTVB: A stunning morning view of Sun Valley.  Idaho ski resorts are set to open soon.  Lookout Pass up north opened this past weekend,…	8	0	0	0	1073
SenatorRisch	Vicki and I are deeply saddened to hear about yesterday’s tragedy in Moscow. Our prayers are with the families of the four victims and the entire University of Idaho community.	8	27	39	1	1074
SenatorRisch	Today, we honor the men and women who have selflessly served our country in uniform. Let us not forget the brave sacrifice 19 million Americans – nearly 120,000 of whom are Idahoans – have made to defend our freedoms.Happy Veterans Day and God Bless America.	2	65	12	4	1075
SenatorRisch	Beginning tomorrow, Veterans and Gold Star Families will be eligible for a free lifetime pass to 2,000+ federal recreation sites across the U.S. I proudly cosponsored this effort to permanently waive entrance fees as a way to show my gratitude for their honorable sacrifice.	4	46	21	2	1076
SenatorRisch	For 247 years, the men and women of the @USMC have defended our skies, our lands, and our seas from bad actors. Today, we celebrate then and their service to our country. #SemperFi	1	58	10	1	5516
SenatorRisch	Inflation continues to impact Idahoans where it hurts the most: at the gas station and the grocery store. These historically high prices are the Biden administration’s doing.	5	98	39	6	4170
SenatorRisch	RT @SenateGOP: Since Joe Biden took office, inflation has risen a staggering 13.9%.Everyday life is too expensive for working families ac…	190	0	0	0	5517
SenatorRisch	RT @BillFOXLA: NEW: Per multiple CBP sources, there were at least 64,000 known or recorded “gotaways” at the border in October, the first m…	1157	0	0	0	5518
SenatorRisch	It’s great to see the next generation carry on Idaho’s entrepreneurial spirit. Congratulations to all participants and winners of last week’s @BOIEntrepreneur competition.	1	43	8	1	1077
SenatorRisch	“They know they will be released into the U.S. after processing.”This is the result of President Biden’s border rhetoric and failure to secure the border.	69	91	145	6	1078
SenatorRisch	RT @dcexaminer: #EXCLUSIVE: @dcexaminer at the US/Mexico border at the section where the Trump wall ends and thousands of migrants flood th…	5	0	0	0	6443
SenatorRisch	Despite an ongoing drought, supply chain &amp; other challenges, Idaho was still the top producer nationally in 5 ag commodities &amp; a national leader in many others.I applaud Idaho farmers &amp; ranchers as they continue to play a key role in our nation's food supply &amp; ag production.	5	27	13	1	1079
SenatorRisch	Yet another tax is not the solution to the inflation and energy crisis this administration created. It's high time for President Biden to unleash our domestic energy resources.	6	37	11	2	6444
SenatorRisch	RT @WSJopinion: If Democrats lose next week’s election, one reason will be soaring energy prices. The lesson that an electoral defeat shoul…	10	0	0	0	4171
SenatorRisch	The only thing more frightening than ghosts, goblins, and ghouls this Halloween is President Biden’s record high inflation haunting Americans’ pocketbooks. 👻	8	62	44	4	4172
SenatorRisch	With record levels of fentanyl making their way into our communities, my @SenateGOP colleagues and I have a simple message this Halloween: be smart and stay safe.	27	94	56	5	5519
SenatorRisch	RT @GovernorLittle: Fentanyl overdoses are skyrocketing, and Americans are suffering under the Biden administration’s failed border policy.…	6	0	0	0	4173
SenatorRisch	RT @SenateGOP: WATCH:Senator Risch calls out Joe Biden’s catastrophic failure at the southern border.Senate Democrats could have secured…	42	0	0	0	4174
SenatorRisch	In FY 2022 more than 2,300,000 illegal immigrants crossed our southern border – nearly 600,000 got away.Border towns are being flooded, and lethal drugs are being trafficked into Idaho communities in record numbers.The President cannot continue to ignore this crisis.	51	149	110	18	1080
SenatorRisch	RT @CBP: In September 2022, USBP agents:▪️ seized a cloned Border Patrol vehicle attempting illegal entry: ▪️ sei…	30	0	0	0	5520
SenatorRisch	RT @BillFOXLA: TEXAS: Video provided by a source shows a group of drug smugglers who have just come across the river, in broad daylight, lo…	1790	0	0	0	1081
SenatorRisch	As a long time @FarmBureau Member, it is an honor to be recognized as a Friend of Farm Bureau. Idaho has a rich history of living off the land, and I’m proud to work on behalf of the men and women from the Gem State who carry on our state’s most important tradition. #StillFarming	4	80	13	3	1082
SenatorRisch	Did you know that Idaho’s timber industry contributes over $2.5B to our state’s economy and provides 31,000+ jobs? This National #ForestProductsWeek, we recognize the men and women who manage, harvest, and process this critical resource that we use every day.	5	25	17	1	1083
SenatorRisch	This grant will allow for expanded access to higher education in southern Idaho – a much-welcome win for the region!	1	42	3	2	1084
SenatorRisch	Not only is Joe Biden weaponizing 87,000 new IRS agents against hardworking American families, but he’s doing it to bankroll his green agenda.	30	148	60	9	4175
SenatorRisch	RT @SenateGOP: Democrats are hiring 87,000 more IRS agents to audit you, instead of securing the border to protect you.	355	0	0	0	4176
SenatorRisch	Congratulations to Shelley McGuire on becoming @uidaho’s first inductee into the prestigious National Academy of Medicine.	1	54	10	1	5521
SenatorRisch	RT @SenateGOP: Drug cartels are smuggling fentanyl through our border, killing Americans across the country.No matter what the Biden Admi…	48	0	0	0	4177
SenatorRisch	RT @FoxNews: Texas border agents seize over $1M in alleged fentanyl	225	0	0	0	1085
SenatorRisch	Our strategic oil reserve is at its lowest level since 1984 due to this administration’s self-created crisis.  President Biden, take advantage of our vast, untapped natural resources and stop draining our rainy-day fund.	37	98	104	11	6445
SenatorRisch	🚨 IDAHOANS 🚨It’s that time of year again. Open enrollment for health insurance in Idaho ends December 15th. Visit  for more info.Don’t wait – get covered today.	5	52	9	1	1086
SenatorRisch	Yesterday, the President claimed that “if Republicans in Congress get their way, prices will go up and inflation will get worse.” I’m just going to leave this here.	44	136	128	9	4178
SenatorRisch	RT @CNBC: A quarter of Americans are expecting to delay their retirement due to rising consumer costs, according to a new study #investinyo…	10	0	0	0	4179
SenatorRisch	"RT @RNCResearch: Under Biden, the average 401k plan is down ""about $34,000—more than 25% in less than one year."""	2449	0	0	0	6446
SenatorRisch	For 247 years, the men and women of the @USNavy have worked to defend the seas so we can continue to enjoy the many freedoms with which we are blessed. Today, we honor them. #USNavy247	9	108	41	1	5522
SenatorRisch	Thanks to trillions of dollars of unnecessary spending, Democrats overheated a recovering economy. This is what happens when you put an ideologic, spending-driven agenda ahead of sound governance.	25	104	111	4	4180
SenatorRisch	RT @FoxNews: Inflation is busting bank accounts across America. Cash-strapped voters vent frustrations	43	0	0	0	1087
SenatorRisch	RT @lisaabramowicz1: Core U.S. inflation comes in hotter than expected, at the highest levels since 1982. Stocks and bonds tank.	656	0	0	0	1088
SenatorRisch	Cash-strapped Americans are watching their savings disappear as inflation continues to outpace wages. Democrats will answer for this economy in November.	42	170	189	7	4181
SenatorRisch	The longer Democrats put off dealing with the border crisis, the worse it will get. Ignoring the problem won’t make it go away.	4	41	17	1	4182
SenatorRisch	RT @SenateGOP: Fentanyl and criminals are flooding across the border every single day.Biden’s Border Crisis is infecting our communities…	47	0	0	0	6447
SenatorRisch	RT @bennyjohnson: Fox News reporter STUNNED after illegal border crossers THANK Joe Biden for open border	3196	0	0	0	5523
SenatorRisch	The solution to the energy crisis is simple – increase lease sales, open up federal lands, and unleash the potential of American energy.	30	140	172	12	4183
SenatorRisch	RT @SenCapito: Democrats’ anti-American energy policies have moved us farther and farther from the energy independence we’re capable of. Be…	29	0	0	0	4184
SenatorRisch	Like many other states, fentanyl coming from the southern border is driving drug overdoses in Idaho. Too many innocent lives have been lost – this crisis will not subside until we secure the southern border.	15	56	69	7	1089
SenatorRisch	RT @SenatorWicker: China has taken note of our open border and become complicit in the fentanyl crisis. Many of the component materials in…	40	0	0	0	1090
SenatorRisch	RT @FoxNews: America's fentanyl crisis: 'It's an invasion,' says William Bennett, former drug czar	52	0	0	0	1091
SenatorRisch	Senate internships are an excellent opportunity for Idaho’s young leaders to witness our democracy in action &amp; gain firsthand experience in public policymaking.If you or someone you know is interested, visit Spring 2023 application closes November 1st.	4	61	12	2	1092
SenatorRisch	Throughout my career, I’ve been proud to support the boys and girls of @4H. As #National4HWeek comes to a close, we recognize its role in empowering millions of young people throughout Idaho and the United States.	5	109	20	4	1093
SenatorRisch	For nearly five decades, Idaho’s outdoorsmen and women have relied on @BlackSheepIdaho for their hunting and outdoor needs. To this day, the operation continues to grow.Congratulations on being named the Idaho Small Business of the Month!	3	103	9	2	1094
SenatorRisch	RT @ToddKunzTV: Palisades Reservoir in #Idaho, Oct. 4, 2022. Photo Patty Pickett#fallcolors #fall #changingleaves #autumn #fallleaves #ne…	5	0	0	0	1095
SenatorRisch	One-third of inflation is being driven by rising energy prices. The administration could kill two birds with one stone by tapping the full potential of American-made energy.	44	146	196	5	4185
SenatorRisch	RT @SRCC: VIDEO — Sen. Schumer: “Twenty months into the Democratic majority, I just want to take a moment to highlight the many, many accom…	716	0	0	0	4186
SenatorRisch	RT @FoxBusiness: FUEL FOUL: Energy industry warns Biden made US vulnerable to OPEC+ production cut	13	0	0	0	1096
SenatorRisch	Tightening supplies have gas prices on the rise again. The solution is simple: American energy, now.	24	110	102	2	4187
SenatorRisch	RT @SenateGOP: Gas prices are up.Our strategic oil reserves are at their lowest levels since the 80’s.This is Biden’s war on American e…	97	0	0	0	4188
SenatorRisch	RT @washingtonpost: As the midterm election approaches, tensions rise between the White House and oil companies.	37	0	0	0	5524
SenatorRisch	RT @FoxNews: Guatemalan men plead guilty to running 'prolific alien smuggling organization' in Texas after migrant's death	44	0	0	0	1097
SenatorRisch	RT @BillFOXLA: NEW: Per CBP source, fiscal year 2022 ended with at least 599,000 known “gotaways” at the border, a significant increase fro…	1743	0	0	0	5525
SenatorRisch	While this Administration is content with sky-high energy prices and inflation to promote its radical agenda, only Congress can authorize dam removal. Now more than ever, I am flat out opposed.	3	16	11	1	5526
SenatorRisch	RT @Caribou_Targhee: Quaking AspenThe quaking aspen is one of the most recognized and cherished tree species in southern Idaho. These medi…	2	0	0	0	1098
